scenario_id,model,model_family,predictor_set,n_successful_reps,n_failed_reps,n_skipped_reps,failure_rate,skip_rate,risk5_mae_vs_true_risk_mean,risk5_mae_vs_true_risk_sd,risk5_mae_vs_true_risk_se,risk5_mae_vs_true_risk_ci_low,risk5_mae_vs_true_risk_ci_high,risk5_mae_vs_true_risk_median,risk5_mae_vs_true_risk_p25,risk5_mae_vs_true_risk_p75,risk5_rmse_vs_true_risk_mean,risk5_rmse_vs_true_risk_sd,risk5_rmse_vs_true_risk_se,risk5_rmse_vs_true_risk_ci_low,risk5_rmse_vs_true_risk_ci_high,risk5_rmse_vs_true_risk_median,risk5_rmse_vs_true_risk_p25,risk5_rmse_vs_true_risk_p75,risk5_spearman_with_true_risk_mean,risk5_spearman_with_true_risk_sd,risk5_spearman_with_true_risk_se,risk5_spearman_with_true_risk_ci_low,risk5_spearman_with_true_risk_ci_high,risk5_spearman_with_true_risk_median,risk5_spearman_with_true_risk_p25,risk5_spearman_with_true_risk_p75,brier_5y_naive_mean,brier_5y_naive_sd,brier_5y_naive_se,brier_5y_naive_ci_low,brier_5y_naive_ci_high,brier_5y_naive_median,brier_5y_naive_p25,brier_5y_naive_p75,brier_5y_ipcw_mean,brier_5y_ipcw_sd,brier_5y_ipcw_se,brier_5y_ipcw_ci_low,brier_5y_ipcw_ci_high,brier_5y_ipcw_median,brier_5y_ipcw_p25,brier_5y_ipcw_p75,integrated_brier_score_1to5_mean,integrated_brier_score_1to5_sd,integrated_brier_score_1to5_se,integrated_brier_score_1to5_ci_low,integrated_brier_score_1to5_ci_high,integrated_brier_score_1to5_median,integrated_brier_score_1to5_p25,integrated_brier_score_1to5_p75,auc_5y_observed_event1_mean,auc_5y_observed_event1_sd,auc_5y_observed_event1_se,auc_5y_observed_event1_ci_low,auc_5y_observed_event1_ci_high,auc_5y_observed_event1_median,auc_5y_observed_event1_p25,auc_5y_observed_event1_p75,calibration_slope_5y_mean,calibration_slope_5y_sd,calibration_slope_5y_se,calibration_slope_5y_ci_low,calibration_slope_5y_ci_high,calibration_slope_5y_median,calibration_slope_5y_p25,calibration_slope_5y_p75,calibration_intercept_5y_mean,calibration_intercept_5y_sd,calibration_intercept_5y_se,calibration_intercept_5y_ci_low,calibration_intercept_5y_ci_high,calibration_intercept_5y_median,calibration_intercept_5y_p25,calibration_intercept_5y_p75,cause_specific_cindex_event1_mean,cause_specific_cindex_event1_sd,cause_specific_cindex_event1_se,cause_specific_cindex_event1_ci_low,cause_specific_cindex_event1_ci_high,cause_specific_cindex_event1_median,cause_specific_cindex_event1_p25,cause_specific_cindex_event1_p75,runtime_sec_mean,runtime_sec_sd,runtime_sec_se,runtime_sec_ci_low,runtime_sec_ci_high,runtime_sec_median,runtime_sec_p25,runtime_sec_p75
S0_linear_PH_inst30,cs_gbsa_all_safe_cif,Gradient Boosting Survival,all_safe,2,0,0,0.0,0.0,0.08031232312980655,0.0047824744378631425,0.00338172010586435,0.07368415172231242,0.08694049453730067,0.08031232312980655,0.07862146307687437,0.08200318318273872,0.0995488528250231,0.006015242401829795,0.004253418692814703,0.09121215218710628,0.10788555346293992,0.0995488528250231,0.09742214347861575,0.10167556217143045,0.8141348597139568,0.0045930044930462335,0.0032477446230532725,0.8077692802527724,0.8205004391751413,0.8141348597139568,0.8125109874024301,0.8157587320254834,0.19883455348325024,0.0015205155883313431,0.0010751668834089456,0.1967272263917687,0.20094188057473178,0.19883455348325024,0.19829697004154578,0.1993721369249547,0.21389330261601186,0.0012797914851609947,0.0009049492376621421,0.21211960211019407,0.21566700312182965,0.21389330261601186,0.21344082799718078,0.2143457772348429,,,,,,,,,0.6596259259259258,0.02032202441295812,0.014369841269841253,0.6314610370370369,0.6877908148148147,0.6596259259259258,0.6524410052910052,0.6668108465608465,1.96398650859957,0.38822753244502406,0.2745183208351969,1.4259305997625842,2.502042417436556,1.96398650859957,1.8267273481819717,2.1012456690171684,0.7101864845484558,0.3018622496611785,0.21344884371964593,0.2918267508579498,1.1285462182389618,0.7101864845484558,0.6034620626886329,0.8169109064082788,0.6736600343714116,0.024149487642736833,0.017076266474359947,0.6401905520816662,0.7071295166611571,0.6736600343714116,0.6651219011342318,0.6821981676085916,17.351400563000006,0.02929664168293415,0.020715853999995204,17.310797489160016,17.392003636839995,17.351400563000006,17.341042636000008,17.361758490000003
S0_linear_PH_inst30,cs_gbsa_dgm_cif,Gradient Boosting Survival,dgm,2,0,0,0.0,0.0,0.08216144184777971,0.006520422536617462,0.004610634991843797,0.07312459726376587,0.09119828643179355,0.08216144184777971,0.07985612435185781,0.0844667593437016,0.1032998481921628,0.007584449670390927,0.005363015793501499,0.09278833723689986,0.11381135914742574,0.1032998481921628,0.10061834029541206,0.10598135608891354,0.8331840094760407,0.010985418126257772,0.007767863651246486,0.8179589967195975,0.8484090222324838,0.8331840094760407,0.8293000776504174,0.837067941301664,0.1991081601075278,0.0008627017915044661,0.000610022286914591,0.1979125164251752,0.20030380378988039,0.1991081601075278,0.1988031489640705,0.1994131712509851,0.21448613345572395,0.00047190854706683774,0.000333689733730852,0.21383210157761148,0.21514016533383643,0.21448613345572395,0.21431928858885851,0.2146529783225894,,,,,,,,,0.6721301587301587,0.02206771766217316,0.015604232804232785,0.6415458624338625,0.7027144550264549,0.6721301587301587,0.6643280423280423,0.6799322751322752,2.3432068487613025,0.576735849547063,0.4078138301681127,1.5438917416318017,3.1425219558908033,2.3432068487613025,2.139299933677246,2.5471137638453585,1.0254411147434457,0.4630596877790738,0.32743264532270855,0.38367312991093694,1.6672090995759543,1.0254411147434457,0.8617247920820914,1.1891574374048,0.6838331226841194,0.023785382194300212,0.016818805042703444,0.6508682648004207,0.7167979805678182,0.6838331226841194,0.6754237201627677,0.6922425252054712,10.342622000000006,0.054317526039766965,0.0384082909999961,10.267341749640014,10.417902250359997,10.342622000000006,10.323417854500008,10.361826145500004
S0_linear_PH_inst30,cs_rsf_all_safe_cif,Random Survival Forest,all_safe,2,0,0,0.0,0.0,0.0641590380452535,0.00018118696637701133,0.00012811853258780367,0.0639079257213814,0.06441015036912559,0.0641590380452535,0.06409497877895959,0.0642230973115474,0.08230668411238555,7.62476733152984e-05,5.3915246850944065e-05,0.0822010102285577,0.0824123579962134,0.08230668411238555,0.08227972648896008,0.08233364173581102,0.8410189728973213,0.007212713619608353,0.005100158711181635,0.8310226618234053,0.8510152839712373,0.8410189728973213,0.8384688935417305,0.8435690522529121,0.1948526059822983,0.005282000753345708,0.0037349385509232026,0.18753212642248884,0.20217308554210778,0.1948526059822983,0.1929851367068367,0.1967200752577599,0.20169394944761584,0.005540720357410549,0.00391788093738335,0.19401490281034448,0.20937299608488721,0.20169394944761584,0.19973500897892416,0.20365288991630753,,,,,,,,,0.6688560846560847,0.023963811401354885,0.01694497354497354,0.6356439365079366,0.7020682328042328,0.6688560846560847,0.6603835978835979,0.6773285714285714,1.0194583892946296,0.19315190431017232,0.13657902133681799,0.7517635074744664,1.2871532711147928,1.0194583892946296,0.9511688786262205,1.0877478999630386,-0.15201260486830398,0.10699301476494583,0.0756554862798856,-0.30029735797687973,-0.003727851759728229,-0.15201260486830398,-0.18984034800824678,-0.1141848617283612,0.6825520187159293,0.02958510448652935,0.02091982800453745,0.6415491558270359,0.7235548816048227,0.6825520187159293,0.6720921047136607,0.693011932718198,8.635314666500008,0.24505722347795134,0.1732816245000066,8.295682682479995,8.974946650520021,8.635314666500008,8.548673854250005,8.721955478750012
S0_linear_PH_inst30,cs_rsf_dgm_cif,Random Survival Forest,dgm,2,0,0,0.0,0.0,0.0503350428776384,0.0020883961313541938,0.001476719066284302,0.04744067350772117,0.05322941224755563,0.0503350428776384,0.04959668334449625,0.05107340241078055,0.06547259076009615,0.0025398946176091674,0.001795976707610655,0.06195247641317927,0.06899270510701304,0.06547259076009615,0.06457460240629082,0.06637057911390148,0.9093054210246316,0.0069886367236451225,0.004941712418538802,0.8996196646842956,0.9189911773649677,0.9093054210246316,0.9068345648153622,0.9117762772339011,0.1924225693804968,0.0031912723471621946,0.0022565703172914976,0.18799969155860546,0.1968454472023881,0.1924225693804968,0.19129428422185105,0.19355085453914256,0.1982196810368791,0.0034031099333398317,0.0024063621109878947,0.1935032112993428,0.20293615077441537,0.1982196810368791,0.19701649998138515,0.19942286209237306,,,,,,,,,0.6841322751322751,0.018076492719475597,0.01278201058201045,0.6590795343915347,0.7091850158730156,0.6841322751322751,0.6777412698412699,0.6905232804232804,1.1113242094217308,0.1812627007063749,0.12817208484566528,0.8601069231242269,1.3625414957192348,1.1113242094217308,1.0472381669988982,1.1754102518445635,-0.020977928678802146,0.12473916069076314,0.08820390640395703,-0.1938575852305579,0.15190172787295364,-0.020977928678802146,-0.06507988188078068,0.023124024523176377,0.7004520047165201,0.021945305045216513,0.01551767401267995,0.6700373636516674,0.7308666457813728,0.7004520047165201,0.6926931677101801,0.7082108417228601,2.1690402505000037,0.08749485954042854,0.06186820850000151,2.047778561840001,2.2903019391600066,2.1690402505000037,2.138106146250003,2.199974354750004
S0_linear_PH_inst30,deephit_competing_risk_all_safe_reduced_optional,DeepHit optional,all_safe_reduced,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0_linear_PH_inst30,deephit_competing_risk_dgm_optional,DeepHit optional,dgm,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0_linear_PH_inst30,deepsurv_all_safe_cause_specific_optional,DeepSurv optional,all_safe,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0_linear_PH_inst30,deepsurv_dgm_cause_specific_optional,DeepSurv optional,dgm,0,0,2,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S0_linear_PH_inst30,finegray_all_safe_reduced_R,Fine-Gray,all_safe_reduced,2,0,0,0.0,0.0,0.05435442958452645,0.0004018997375827419,0.00028418602980185073,0.053797424966114823,0.05491143420293808,0.05435442958452645,0.05421233656962552,0.054496522599427374,0.07120411136750435,0.001157966644967068,0.0008188060670440492,0.06959925147609801,0.07280897125891068,0.07120411136750435,0.07079470833398233,0.07161351440102638,0.8748896563954028,0.0018402459016553963,0.0013012503561112831,0.8723392056974247,0.8774401070933809,0.8748896563954028,0.8742390312173471,0.8755402815734585,0.19169178323574093,0.003539028714071901,0.0025024712025341483,0.186786939678774,0.19659662679270787,0.19169178323574093,0.19044054763447388,0.192943018837008,0.20062242231584854,0.002480858746547002,0.0017542320428493433,0.19718412751186382,0.20406071711983326,0.20062242231584854,0.19974530629442389,0.20149953833727322,,,,,,,,,0.6837375661375662,0.021014165971262325,0.014859259259259181,0.6546134179894182,0.7128617142857142,0.6837375661375662,0.6763079365079365,0.6911671957671958,0.962214903111249,0.1383079631260638,0.09779849861853868,0.7705298458189132,1.153899960403585,0.962214903111249,0.9133156538019798,1.0111141524205185,-0.0390641636161019,0.09707743465863021,0.0686441123473114,-0.17360662381683223,0.09547829658462842,-0.0390641636161019,-0.0733862197897576,-0.004742107442446197,0.6805229345417876,0.025055857384673818,0.01771716666514589,0.6457972878781016,0.7152485812054735,0.6805229345417876,0.6716643512092146,0.6893815178743605,5.469171563000003,0.06708902426363585,0.04743910400000573,5.376190919159992,5.562152206840015,5.469171563000003,5.445452011,5.492891115000006
S0_linear_PH_inst30,finegray_dgm_cif_R,Fine-Gray,dgm,2,0,0,0.0,0.0,0.0412802050542422,0.002662502997690412,0.0018826739245964008,0.03759016416203326,0.044970245946451146,0.0412802050542422,0.040338868091944,0.0422215420165404,0.058434691089214494,0.00152651618531704,0.0010794099462286995,0.05631904759460624,0.060550334583822744,0.058434691089214494,0.057894986116100146,0.05897439606232885,0.9407095700931423,0.0009428547154625397,0.0006666989629772746,0.9394028401257069,0.9420163000605777,0.9407095700931423,0.9403762206116537,0.9410429195746309,0.18887129311745016,0.004192306931454649,0.002964408660046949,0.18306105214375815,0.19468153409114217,0.18887129311745016,0.18738908878742666,0.19035349744747362,0.19168754773186455,0.00399746441312154,0.002826634194070143,0.18614734471148708,0.19722775075224203,0.19168754773186455,0.19027423063482948,0.19310086482889963,,,,,,,,,0.6969544973544973,0.020996207703803785,0.014846560846560886,0.667855238095238,0.7260537566137567,0.6969544973544973,0.6895312169312169,0.7043777777777778,0.9685054882628537,0.07610224134797654,0.05381241092064947,0.8630331628583807,1.0739778136673266,0.9685054882628537,0.9415992828025289,0.9954116937231784,-0.0465963950285444,0.03811937406309886,0.026954467894603797,-0.09942715210196784,0.006234362044879038,-0.0465963950285444,-0.060073628975846304,-0.03311916108124251,0.7029131859129489,0.021335890525422348,0.015086752873179952,0.6733431502815163,0.7324832215443816,0.7029131859129489,0.695369809476359,0.7104565623495389,8.657170040999997,0.9570241270553911,0.6767182500000031,7.330802270999991,9.983537811000003,8.657170040999997,8.318810915999995,8.995529165999997
