scenario_id,model,n_successful_reps,n_failed_reps,failure_rate,risk5_mae_vs_true_risk_mean,risk5_mae_vs_true_risk_sd,risk5_mae_vs_true_risk_se,risk5_mae_vs_true_risk_ci_low,risk5_mae_vs_true_risk_ci_high,risk5_mae_vs_true_risk_median,risk5_mae_vs_true_risk_p25,risk5_mae_vs_true_risk_p75,risk5_rmse_vs_true_risk_mean,risk5_rmse_vs_true_risk_sd,risk5_rmse_vs_true_risk_se,risk5_rmse_vs_true_risk_ci_low,risk5_rmse_vs_true_risk_ci_high,risk5_rmse_vs_true_risk_median,risk5_rmse_vs_true_risk_p25,risk5_rmse_vs_true_risk_p75,risk5_spearman_with_true_risk_mean,risk5_spearman_with_true_risk_sd,risk5_spearman_with_true_risk_se,risk5_spearman_with_true_risk_ci_low,risk5_spearman_with_true_risk_ci_high,risk5_spearman_with_true_risk_median,risk5_spearman_with_true_risk_p25,risk5_spearman_with_true_risk_p75,risk5_pearson_with_true_risk_mean,risk5_pearson_with_true_risk_sd,risk5_pearson_with_true_risk_se,risk5_pearson_with_true_risk_ci_low,risk5_pearson_with_true_risk_ci_high,risk5_pearson_with_true_risk_median,risk5_pearson_with_true_risk_p25,risk5_pearson_with_true_risk_p75,brier_5y_naive_mean,brier_5y_naive_sd,brier_5y_naive_se,brier_5y_naive_ci_low,brier_5y_naive_ci_high,brier_5y_naive_median,brier_5y_naive_p25,brier_5y_naive_p75,auc_5y_observed_event1_mean,auc_5y_observed_event1_sd,auc_5y_observed_event1_se,auc_5y_observed_event1_ci_low,auc_5y_observed_event1_ci_high,auc_5y_observed_event1_median,auc_5y_observed_event1_p25,auc_5y_observed_event1_p75,calibration_slope_5y_mean,calibration_slope_5y_sd,calibration_slope_5y_se,calibration_slope_5y_ci_low,calibration_slope_5y_ci_high,calibration_slope_5y_median,calibration_slope_5y_p25,calibration_slope_5y_p75,calibration_intercept_5y_mean,calibration_intercept_5y_sd,calibration_intercept_5y_se,calibration_intercept_5y_ci_low,calibration_intercept_5y_ci_high,calibration_intercept_5y_median,calibration_intercept_5y_p25,calibration_intercept_5y_p75,cause_specific_cindex_event1_mean,cause_specific_cindex_event1_sd,cause_specific_cindex_event1_se,cause_specific_cindex_event1_ci_low,cause_specific_cindex_event1_ci_high,cause_specific_cindex_event1_median,cause_specific_cindex_event1_p25,cause_specific_cindex_event1_p75,mean_predicted_risk5_mean,mean_predicted_risk5_sd,mean_predicted_risk5_se,mean_predicted_risk5_ci_low,mean_predicted_risk5_ci_high,mean_predicted_risk5_median,mean_predicted_risk5_p25,mean_predicted_risk5_p75,mean_true_risk5_mean,mean_true_risk5_sd,mean_true_risk5_se,mean_true_risk5_ci_low,mean_true_risk5_ci_high,mean_true_risk5_median,mean_true_risk5_p25,mean_true_risk5_p75,observed_event1_5y_rate_mean,observed_event1_5y_rate_sd,observed_event1_5y_rate_se,observed_event1_5y_rate_ci_low,observed_event1_5y_rate_ci_high,observed_event1_5y_rate_median,observed_event1_5y_rate_p25,observed_event1_5y_rate_p75,observed_event2_5y_rate_mean,observed_event2_5y_rate_sd,observed_event2_5y_rate_se,observed_event2_5y_rate_ci_low,observed_event2_5y_rate_ci_high,observed_event2_5y_rate_median,observed_event2_5y_rate_p25,observed_event2_5y_rate_p75,runtime_sec_mean,runtime_sec_sd,runtime_sec_se,runtime_sec_ci_low,runtime_sec_ci_high,runtime_sec_median,runtime_sec_p25,runtime_sec_p75
S0_linear_PH_inst30,cs_cox_dgm_cif,50,0,0.0,0.03708014784571448,0.0032076283333971447,0.000453627149214245,0.03619103863325456,0.037969257058174395,0.03679171597430685,0.03477593168517603,0.039107860569762176,0.05147485117872308,0.004208262246452586,0.0005951381542955914,0.05030838039630372,0.05264132196114244,0.05142614572816365,0.04879615325284425,0.054382249642750874,0.946132645547537,0.009499042356600554,0.0013433674530260989,0.9434996453396058,0.9487656457554681,0.947252810287696,0.9407027220900988,0.9519356544050831,0.9369996781430444,0.010323665866340655,0.001459986828158714,0.9341381039598533,0.9398612523262355,0.9372486644142468,0.9307608076882012,0.9430996877955186,0.19123158770257492,0.0025869404718885398,0.00036584863003966275,0.19051452438769717,0.19194865101745268,0.1911289113161685,0.18978531700141726,0.19239554157310162,0.686015492063492,0.01233943775226618,0.0017450600221313411,0.6825951744201145,0.6894358097068695,0.6865915343915343,0.6808047619047619,0.6932174603174603,0.9482845800867391,0.08610283427717441,0.012176779599354306,0.9244180920720046,0.9721510681014736,0.951659887937794,0.905491277496526,1.0016163197011374,-0.04605084309047644,0.0639515316261875,0.009044112336028627,-0.06377730326909255,-0.028324382911860332,-0.04768507110174495,-0.07965746507822108,-0.009298657194108174,0.6968004277571765,0.011902617154387812,0.00168328426074699,0.6935011906061125,0.7000996649082406,0.698529743151989,0.69022764718001,0.7044269232361234,0.3012160636984928,0.0039055870542952656,0.000552333418121315,0.300133490198975,0.3022986371980106,0.30159232457218776,0.2987681658916783,0.30413422241937416,0.30072055009711995,0.006596651397937986,0.0009329073873211336,0.29889205161797056,0.30254904857626935,0.30124072983766664,0.2983872274481666,0.3038592026486666,0.30000000000000004,5.607473066727768e-17,7.93016446160826e-18,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.24539999999999995,0.0025134558515041315,0.00035545633536231586,0.24470330558268982,0.24609669441731008,0.2453333333333333,0.244,0.2466666666666666,0.4487477091200006,0.027823563356986884,0.003934846065299793,0.44103541083201303,0.4564600074079882,0.45309897950001243,0.42058318725000987,0.4596866665000121
S0_linear_PH_inst30,cs_penalised_cox_all_safe_cif,50,0,0.0,0.05235315594901072,0.0030915433146105117,0.0004372102484186058,0.05149622386211025,0.05321008803591119,0.05237478485042685,0.05022721921084175,0.05435048613217727,0.06955166589453494,0.003982590824220304,0.0005632233956994997,0.06844774803896393,0.07065558375010596,0.06898596096660325,0.06672962445179273,0.0722801112725911,0.895197886194179,0.012922149104790273,0.0018274678519001751,0.8916160492044546,0.8987797231839033,0.8938210034760017,0.8858808257248116,0.9060951715978542,0.8876138675497081,0.013462422520512341,0.001903874051090554,0.8838822744095706,0.8913454606898455,0.8893530300150881,0.8765360525409237,0.8967419402832978,0.19366873946008364,0.002489565500269504,0.0003520777294897292,0.19297866711028377,0.1943588118098835,0.1934399895144778,0.19210965351567205,0.195319531139598,0.6756404232804233,0.012382524740563446,0.0017511534424525215,0.6722081625332164,0.6790726840276302,0.6770211640211639,0.6676026455026456,0.6836529100529101,0.8688142355292604,0.07429298363892582,0.010506614505133134,0.8482212710991994,0.8894071999593214,0.8580931281706272,0.8204118853572925,0.9167539841177585,-0.12129876100081102,0.05551850585342851,0.007851502394060865,-0.13668770569317032,-0.10590981630845173,-0.1271820556072735,-0.17013281123438623,-0.07755373793885295,0.6884690468701143,0.011867475009225702,0.001678314410917076,0.6851795506247169,0.6917585431155118,0.6894363071069851,0.6821144512667704,0.6962906634796194,0.3043469380279891,0.003977430997698944,0.0005624936860348997,0.30324445040336073,0.3054494256526175,0.30453161441204,0.30182460211985485,0.30715580707091644,0.30072055009711995,0.006596651397937986,0.0009329073873211336,0.29889205161797056,0.30254904857626935,0.30124072983766664,0.2983872274481666,0.3038592026486666,0.30000000000000004,5.607473066727768e-17,7.93016446160826e-18,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.24539999999999995,0.0025134558515041315,0.00035545633536231586,0.24470330558268982,0.24609669441731008,0.2453333333333333,0.244,0.2466666666666666,1.917724518239999,0.09713288820230155,0.013736664784816445,1.8908006552617587,1.9446483812182391,1.926250270500006,1.8994502185000004,1.9431270102499951
S0_linear_PH_inst30,nonparametric_aj_null,50,0,0.0,0.11540117750063195,0.002188195645551568,0.0003094575959064777,0.11479464061265525,0.11600771438860864,0.1157903008346186,0.11381172921069013,0.11683658260428526,0.14255658001332847,0.0030578764882526486,0.00043244904017487076,0.14170897989458572,0.1434041801320712,0.1424933074034676,0.14091360721183238,0.14436468454100082,,,,,,,,,,,,,,,,,0.21000004081632653,4.123071608086771e-08,5.830903786791757e-09,0.2100000293877551,0.21000005224489796,0.2100000408163265,0.21,0.210000081632653,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.2998571428571388,0.00014430750636458198,2.0408163265303354e-05,0.29981714285713884,0.2998971428571388,0.29985714285713894,0.2997142857142817,0.2999999999999959,0.30072055009711995,0.006596651397937986,0.0009329073873211336,0.29889205161797056,0.30254904857626935,0.30124072983766664,0.2983872274481666,0.3038592026486666,0.30000000000000004,5.607473066727768e-17,7.93016446160826e-18,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.24539999999999995,0.0025134558515041315,0.00035545633536231586,0.24470330558268982,0.24609669441731008,0.2453333333333333,0.244,0.2466666666666666,0.42436942672000144,0.009395997771594363,0.0013287947480616125,0.42176498901380066,0.4269738644262022,0.4236173749999992,0.41884607325000717,0.4306448854999942
S0_linear_PH_inst30,oracle_true_risk_not_a_model,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999994,6.118058923599024e-16,8.652241905151479e-17,0.9999999999999992,0.9999999999999997,0.9999999999999999,0.999999999999999,1.0,0.18868349985087707,0.002512561165737477,0.00035532980768778936,0.187987053427809,0.18937994627394514,0.1884450177608481,0.1872921892335188,0.18989175699445368,0.6960403174603175,0.012516580022830771,0.001770111722281542,0.6925708984846457,0.6995097364359892,0.6967756613756615,0.6875449735449736,0.7037095238095238,1.032609618500741,0.07362033694786493,0.010411487897814766,1.012203102221024,1.0530161347804579,1.0348487563340087,0.9979410947949576,1.0742284147125336,0.02068109186083279,0.06554978518943123,0.009270139522553669,0.002511618396627599,0.03885056532503798,0.0263964195978857,-0.010241322132942675,0.05242427455661253,0.7041759180368307,0.011561663897123448,0.0016350661886911353,0.700971188306996,0.7073806477666653,0.7041012820936358,0.6973162093090663,0.711370881815103,0.30072055009711995,0.006596651397937986,0.0009329073873211336,0.29889205161797056,0.30254904857626935,0.30124072983766664,0.2983872274481666,0.3038592026486666,0.30072055009711995,0.006596651397937986,0.0009329073873211336,0.29889205161797056,0.30254904857626935,0.30124072983766664,0.2983872274481666,0.3038592026486666,0.30000000000000004,5.607473066727768e-17,7.93016446160826e-18,0.30000000000000004,0.30000000000000004,0.3,0.3,0.3,0.24539999999999995,0.0025134558515041315,0.00035545633536231586,0.24470330558268982,0.24609669441731008,0.2453333333333333,0.244,0.2466666666666666,9.784586000178541e-05,1.2782307899444328e-05,1.8076913189822915e-06,9.430278501658012e-05,0.0001013889349869907,9.333299999880752e-05,9.184350000168705e-05,9.745850000442148e-05
S1_linear_PH_inst15,cs_cox_dgm_cif,50,0,0.0,0.027065579096441836,0.0028380618590443597,0.00040136255719143323,0.02627890848434663,0.027852249708537044,0.02719396863046045,0.02483235801691405,0.0291613977360097,0.03990514142352869,0.0045041425667736315,0.0006369819504793233,0.03865665680058922,0.04115362604646816,0.03898038461631295,0.03654974293926025,0.04289949347762685,0.9211999651853424,0.016848871818250007,0.002382790303605499,0.9165296961902757,0.9258702341804091,0.921012876894612,0.9092547276687681,0.9343265557006917,0.8966498843891637,0.0226682839410029,0.0032057794585090534,0.8903665566504859,0.9029332121278415,0.897664477621819,0.8815551203136545,0.914129234392747,0.12172242662681754,0.001730821622027469,0.00024477514119198456,0.12124266735008125,0.12220218590355382,0.12152219908474965,0.12063130393740568,0.12273944958773166,0.6668100740740742,0.017735360298057307,0.002508158706708598,0.6618940830089254,0.6717260651392231,0.6703721132897603,0.6582666666666668,0.6786692810457515,0.8878698278193086,0.11796229797805449,0.0166823881649261,0.8551723470160534,0.9205673086225638,0.9038454706534276,0.8246569916107089,0.955403054337668,-0.18320566314450804,0.18889684012188762,0.026714047318979566,-0.23556519588970798,-0.1308461303993081,-0.16287467514323226,-0.2759154311629608,-0.0678053522524926,0.6919187197553369,0.013984373215019106,0.001977689026196706,0.6880424492639914,0.6957949902466825,0.6934564638119884,0.6876210848338429,0.698757532488663,0.1502850748669069,0.0024864525728225803,0.0003516374950683169,0.149595865376573,0.1509742843572408,0.15078096798293733,0.14851444096691602,0.1522697667519895,0.14976626683363328,0.005068617240166505,0.0007168107243521557,0.14836131781390305,0.15117121585336352,0.1487076058238333,0.1457030950495,0.15302864471616662,0.15000000000000002,2.803736533363884e-17,3.96508223080413e-18,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.2863333333333333,0.002117843424565431,0.0002995082894003113,0.28574629708610866,0.2869203695805579,0.2866666666666667,0.2853333333333333,0.2873333333333333,0.4086825284199971,0.01994860627393185,0.0028211589543035436,0.40315305686956215,0.414211999970432,0.4094316044999857,0.38972765600000514,0.4159347812499874
S1_linear_PH_inst15,cs_penalised_cox_all_safe_cif,50,0,0.0,0.034485506180568996,0.0020262587425118076,0.00028655625945372515,0.033923855912039697,0.035047156449098296,0.0344617160278572,0.033098515174407574,0.0355628774619454,0.04810738951744371,0.002923880736970189,0.00041349917929846817,0.04729693112601872,0.04891784790886871,0.04777956918019765,0.04570555103926422,0.049875034333142075,0.8648645361263186,0.017676517551712897,0.0024998370857158437,0.8599648554383156,0.8697642168143217,0.865951152867179,0.8547268847675044,0.8756332478369991,0.8474507087826859,0.019415897270473922,0.0027458225245546976,0.8420688966345588,0.8528325209308131,0.8488831414083331,0.8358470211779457,0.8642017538505284,0.12231937415023628,0.0016992092955809383,0.0002403044831120996,0.12184837736333656,0.12279037093713599,0.12246782731727496,0.12147177365428458,0.12322229426630107,0.6591007233115468,0.018668857022269458,0.002640175079489766,0.6539259801557469,0.6642754664673467,0.6625516339869282,0.6468932461873639,0.6702919389978212,0.8604932295992748,0.10943899101617337,0.015477010534749968,0.8301582889511648,0.8908281702473847,0.8587202281908022,0.7976570565636776,0.9124111491206737,-0.23898721079362606,0.1736978020802766,0.024564578745632476,-0.2871337851350657,-0.1908406364521864,-0.24122119991818836,-0.3510785828716403,-0.1450256676645473,0.6845830600064496,0.01351826493881775,0.0019117713616228758,0.6808359881376688,0.6883301318752305,0.686823541783549,0.676480704154328,0.6961317519856977,0.15174596019845507,0.0026500726862089636,0.00037477687341112153,0.15101139752656928,0.15248052287034086,0.1518423507834368,0.14967480743209105,0.15402097070132723,0.14976626683363328,0.005068617240166505,0.0007168107243521557,0.14836131781390305,0.15117121585336352,0.1487076058238333,0.1457030950495,0.15302864471616662,0.15000000000000002,2.803736533363884e-17,3.96508223080413e-18,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.2863333333333333,0.002117843424565431,0.0002995082894003113,0.28574629708610866,0.2869203695805579,0.2866666666666667,0.2853333333333333,0.2873333333333333,1.8310527259799998,0.1041028079092985,0.014722360282645104,1.8021968998260154,1.8599085521339842,1.8060026670000013,1.7881710520000027,1.8251167394999968
S1_linear_PH_inst15,nonparametric_aj_null,50,0,0.0,0.06710508688849966,0.001636494972715605,0.00023143533851697966,0.06665147362500638,0.06755870015199293,0.06687628176380925,0.06576523652664243,0.06833748803583295,0.08623675665446787,0.002763704260761404,0.0003908468047957086,0.08547069691706828,0.08700281639186745,0.08571951166277064,0.0841744637311101,0.08834689021456191,,,,,,,,,,,,,,,,,0.12750004734693873,4.069954134855362e-08,5.755784335748909e-09,0.12750003606560142,0.12750005862827604,0.127500081632653,0.1275,0.127500081632653,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.1498342857142839,0.0001424483948294998,2.0145245190615608e-05,0.1497948010337103,0.1498737703948575,0.149714285714284,0.1497142857142839,0.1499999999999981,0.14976626683363328,0.005068617240166505,0.0007168107243521557,0.14836131781390305,0.15117121585336352,0.1487076058238333,0.1457030950495,0.15302864471616662,0.15000000000000002,2.803736533363884e-17,3.96508223080413e-18,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.2863333333333333,0.002117843424565431,0.0002995082894003113,0.28574629708610866,0.2869203695805579,0.2866666666666667,0.2853333333333333,0.2873333333333333,0.3402037541600019,0.024345257920777772,0.003442939393103494,0.3334555929495191,0.34695191537048475,0.3354641459999925,0.33313826025001697,0.3407302602500124
S1_linear_PH_inst15,oracle_true_risk_not_a_model,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,6.911537554816747e-16,9.774390146872823e-17,0.9999999999999994,0.9999999999999999,1.0,0.9999999999999993,1.0,0.1200167017773075,0.0016715040772718604,0.0002363863735639791,0.1195533844851221,0.1204800190694929,0.119898472500524,0.11890259291917757,0.12067964479651533,0.6831674074074074,0.019027392967215215,0.0026908797190838205,0.6778932831580031,0.6884415316568118,0.6853533769063181,0.6727555555555556,0.6971869281045752,1.0055092732604987,0.11555556061309692,0.016342024102666792,0.9734789060192718,1.0375396405017256,1.0144105435043793,0.9263400718233274,1.0834055290011944,0.009577295406518117,0.1881839134781146,0.026613224266119475,-0.04258462415507605,0.061739214968112285,0.0349151478465128,-0.08528477910430565,0.12369548544741088,0.7042872063163241,0.015755206205889806,0.0022281226294354117,0.6999200859626308,0.7086543266700175,0.7059071254000315,0.6967099350192493,0.7149156383136174,0.14976626683363328,0.005068617240166505,0.0007168107243521557,0.14836131781390305,0.15117121585336352,0.1487076058238333,0.1457030950495,0.15302864471616662,0.14976626683363328,0.005068617240166505,0.0007168107243521557,0.14836131781390305,0.15117121585336352,0.1487076058238333,0.1457030950495,0.15302864471616662,0.15000000000000002,2.803736533363884e-17,3.96508223080413e-18,0.15000000000000002,0.15000000000000002,0.15,0.15,0.15,0.2863333333333333,0.002117843424565431,0.0002995082894003113,0.28574629708610866,0.2869203695805579,0.2866666666666667,0.2853333333333333,0.2873333333333333,9.582162000313197e-05,1.80434668431051e-05,2.5517315521748485e-06,9.082022616086926e-05,0.00010082301384539467,9.191649999706897e-05,9.079150000701475e-05,9.429199999821947e-05
S2_linear_PH_inst45,cs_cox_dgm_cif,50,0,0.0,0.040127605297137506,0.0035179205922611584,0.000497509101292732,0.03915248745860375,0.04110272313567126,0.03969476707629625,0.03794660471436307,0.04264918023129542,0.05336389525099064,0.00454836276210935,0.0006432356304767793,0.052103153415256155,0.054624637086725124,0.053052644517130695,0.050514356822981325,0.05658019796230912,0.9539073569153785,0.008632585852343075,0.001220831999073368,0.9515145261971948,0.9563001876335623,0.9552314147695178,0.9487567932252414,0.9599767593141043,0.9534771722736894,0.00834950745453168,0.001180798668133396,0.951162806884148,0.9557915376632309,0.9551865361342167,0.9491882569934612,0.9584160217597147,0.22001233928936131,0.0036861955154556874,0.0005213067691516315,0.21899057802182412,0.2210341005568985,0.22030615407571144,0.21835715691912763,0.22259041594482568,0.6929197755331089,0.012669266471318006,0.0017917048469056648,0.6894080340331739,0.696431517033044,0.6921472502805837,0.6852821548821549,0.6991793490460158,0.9497847442118789,0.09603696556905733,0.013581677919691884,0.9231646554892827,0.976404832934475,0.9294422311204096,0.8865449259525098,0.9926758597636665,-0.007783776261714675,0.03008741380489897,0.004255002865961961,-0.01612358187900012,0.0005560293555707686,-0.011436984348690699,-0.028871340703073324,0.010894562760693026,0.6933204052885168,0.010967298877376854,0.0015510102814985567,0.6902804251367797,0.6963603854402539,0.6921865560924929,0.6854263762383295,0.6999534681534961,0.44981213049944396,0.005276686090295866,0.0007462361033281876,0.4483495077369207,0.4512747532619672,0.4498234035793668,0.445726225054183,0.45385146123695874,0.4509325173411334,0.00748989162774061,0.0010592306320655466,0.4488564253022849,0.45300860937998183,0.452584738078,0.44594167313866667,0.4554778870576666,0.45,0.0,0.0,0.45,0.45,0.45,0.45,0.45,0.20510666666666666,0.0026957933131643414,0.0003812427464831712,0.20435943088355965,0.20585390244977367,0.2046666666666666,0.2033333333333333,0.2066666666666666,0.4814851709200019,0.026732881254429908,0.003780600323132425,0.4740751942866624,0.48889514755334146,0.4881565205000129,0.4464207089999945,0.49283746899999414
S2_linear_PH_inst45,cs_penalised_cox_all_safe_cif,50,0,0.0,0.05805276822735461,0.003046697985852967,0.0004308681612048058,0.057208266631393195,0.05889726982331603,0.05792135232218355,0.056081600092671324,0.06067332106768052,0.07454791932481764,0.0037913738711295867,0.0005361812348578445,0.07349700410449626,0.07559883454513901,0.0739168499425778,0.07210055553551281,0.07779415397481423,0.9096631424743404,0.0106355869019839,0.001504099124058328,0.9067151081911861,0.9126111767574948,0.9103467299318801,0.9008923043965799,0.9176862149716511,0.9109419209210458,0.009940023863529483,0.0014057316558115606,0.9081866868756551,0.9136971549664364,0.9114354616632724,0.901904594312826,0.9183936699130621,0.2224383656030752,0.0037690251308745725,0.000533020645700785,0.22139364513750165,0.22348308606864875,0.22270022709905418,0.22080895136289044,0.22463808625602572,0.685159901234568,0.012575429882677493,0.001778434349275441,0.6816741699099882,0.6886456325591479,0.684888888888889,0.6789548821548822,0.6906702581369248,0.8797423349769304,0.08346609168424023,0.011803887885812873,0.8566067147207372,0.9028779552331236,0.8701042006945927,0.8253049197721121,0.9218406946957056,-0.038473996210707885,0.027614386019350304,0.003905263922517118,-0.04612831349884144,-0.030819678922574333,-0.03959738370227245,-0.05646647250079667,-0.0182172123185468,0.6874475761034237,0.010568724440489317,0.0014946433440723992,0.6845180751490417,0.6903770770578056,0.6870117089210286,0.6799116176389991,0.6937712177980633,0.4542338045692661,0.005531076044567997,0.0007822122756744995,0.4527006685089441,0.4557669406295881,0.45364572266917835,0.44983391717029275,0.45782080791841145,0.4509325173411334,0.00748989162774061,0.0010592306320655466,0.4488564253022849,0.45300860937998183,0.452584738078,0.44594167313866667,0.4554778870576666,0.45,0.0,0.0,0.45,0.45,0.45,0.45,0.45,0.20510666666666666,0.0026957933131643414,0.0003812427464831712,0.20435943088355965,0.20585390244977367,0.2046666666666666,0.2033333333333333,0.2066666666666666,1.9824364666599943,0.10404435830040058,0.01471409425968322,1.9535968419110152,2.0112760914089733,1.9875274374999776,1.9729428337499968,2.012826208499959
